"","Study_ID","Comparative_study_code","Intervention_R2","Population_homogenized","Trait_group","Outcome_type_R1"
"1009","s_184","Vreeken_1998_130","Landscape complexity","Acari","Morphological","Functional"
"1010","s_184","Vreeken_1998_131","Landscape complexity","Acari","Morphological","Functional"
"1011","s_184","Vreeken_1998_132","Landscape complexity","Acari","Morphological","Functional"
"1012","s_184","Vreeken_1998_133","Landscape complexity","Acari","Morphological","Functional"
"1013","s_184","Vreeken_1998_134","Landscape complexity","Acari","Morphological","Functional"
"1014","s_184","Vreeken_1998_135","Landscape complexity","Acari","Morphological","Functional"
"1015","s_184","Vreeken_1998_136","Landscape complexity","Acari","Morphological","Functional"
"1016","s_184","Vreeken_1998_137","Landscape complexity","Acari","Morphological","Functional"
"1017","s_184","Vreeken_1998_138","Landscape complexity","Acari","Morphological","Functional"
"1018","s_184","Vreeken_1998_139","Landscape complexity","Acari","Morphological","Functional"
"1019","s_184","Vreeken_1998_140","Landscape complexity","Acari","Morphological","Functional"
"1020","s_184","Vreeken_1998_141","Landscape complexity","Acari","Morphological","Functional"
"1021","s_184","Vreeken_1998_142","Landscape complexity","Acari","Morphological","Functional"
"1022","s_184","Vreeken_1998_143","Landscape complexity","Acari","Morphological","Functional"
"1023","s_184","Vreeken_1998_144","Landscape complexity","Acari","Morphological","Functional"
"1024","s_184","Vreeken_1998_145","Landscape complexity","Acari","Morphological","Functional"
"1025","s_184","Vreeken_1998_146","Landscape complexity","Acari","Morphological","Functional"
"1026","s_184","Vreeken_1998_147","Landscape complexity","Acari","Morphological","Functional"
"1027","s_184","Vreeken_1998_148","Landscape complexity","Acari","Morphological","Functional"
"1028","s_184","Vreeken_1998_149","Landscape complexity","Acari","Morphological","Functional"
"1029","s_184","Vreeken_1998_150","Landscape complexity","Acari","Morphological","Functional"
"1030","s_184","Vreeken_1998_151","Landscape complexity","Acari","Morphological","Functional"
"1031","s_184","Vreeken_1998_152","Landscape complexity","Acari","Morphological","Functional"
"1032","s_184","Vreeken_1998_153","Landscape complexity","Acari","Morphological","Functional"
"1033","s_184","Vreeken_1998_154","Landscape complexity","Acari","Morphological","Functional"
"1034","s_184","Vreeken_1998_155","Landscape complexity","Acari","Morphological","Functional"
"1035","s_184","Vreeken_1998_156","Landscape complexity","Acari","Morphological","Functional"
"1036","s_184","Vreeken_1998_157","Landscape complexity","Acari","Morphological","Functional"
"1037","s_184","Vreeken_1998_158","Landscape complexity","Acari","Morphological","Functional"
"1038","s_184","Vreeken_1998_159","Landscape complexity","Acari","Morphological","Functional"
"1039","s_184","Vreeken_1998_160","Landscape complexity","Acari","Morphological","Functional"
"1040","s_184","Vreeken_1998_161","Landscape complexity","Acari","Morphological","Functional"
"1041","s_184","Vreeken_1998_162","Landscape complexity","Acari","Morphological","Functional"
"1042","s_184","Vreeken_1998_163","Landscape complexity","Acari","Morphological","Functional"
"1043","s_184","Vreeken_1998_164","Landscape complexity","Acari","Morphological","Functional"
"1044","s_184","Vreeken_1998_165","Landscape complexity","Acari","Morphological","Functional"
"1045","s_184","Vreeken_1998_166","Landscape complexity","Acari","Morphological","Functional"
"1046","s_184","Vreeken_1998_167","Landscape complexity","Acari","Morphological","Functional"
"1047","s_184","Vreeken_1998_168","Landscape complexity","Acari","Morphological","Functional"
"1048","s_184","Vreeken_1998_169","Landscape complexity","Acari","Morphological","Functional"
"1049","s_184","Vreeken_1998_170","Landscape complexity","Acari","Morphological","Functional"
"1050","s_184","Vreeken_1998_171","Landscape complexity","Acari","Morphological","Functional"
"1051","s_184","Vreeken_1998_172","Landscape complexity","Acari","Morphological","Functional"
"1052","s_184","Vreeken_1998_173","Landscape complexity","Acari","Morphological","Functional"
"1053","s_184","Vreeken_1998_174","Landscape complexity","Acari","Morphological","Functional"
"1054","s_184","Vreeken_1998_175","Landscape complexity","Acari","Morphological","Functional"
"1055","s_184","Vreeken_1998_176","Landscape complexity","Acari","Morphological","Functional"
"1056","s_184","Vreeken_1998_177","Landscape complexity","Acari","Morphological","Functional"
"1057","s_184","Vreeken_1998_178","Landscape complexity","Acari","Morphological","Functional"
"1058","s_184","Vreeken_1998_179","Landscape complexity","Acari","Morphological","Functional"
"1059","s_184","Vreeken_1998_180","Landscape complexity","Acari","Morphological","Functional"
"1060","s_184","Vreeken_1998_181","Landscape complexity","Acari","Morphological","Functional"
"1061","s_184","Vreeken_1998_182","Landscape complexity","Acari","Morphological","Functional"
"1062","s_184","Vreeken_1998_183","Landscape complexity","Acari","Morphological","Functional"
"1063","s_184","Vreeken_1998_184","Landscape complexity","Acari","Morphological","Functional"
"1064","s_184","Vreeken_1998_185","Landscape complexity","Acari","Morphological","Functional"
"1065","s_184","Vreeken_1998_186","Landscape complexity","Acari","Morphological","Functional"
"1066","s_184","Vreeken_1998_187","Landscape complexity","Acari","Morphological","Functional"
"1067","s_184","Vreeken_1998_188","Landscape complexity","Acari","Morphological","Functional"
"1068","s_184","Vreeken_1998_189","Landscape complexity","Acari","Morphological","Functional"
"1069","s_184","Vreeken_1998_190","Landscape complexity","Acari","Morphological","Functional"
"1070","s_184","Vreeken_1998_191","Landscape complexity","Acari","Morphological","Functional"
"1071","s_184","Vreeken_1998_192","Landscape complexity","Acari","Morphological","Functional"
"1072","s_184","Vreeken_1998_193","Landscape complexity","Acari","Morphological","Functional"
"1073","s_184","Vreeken_1998_194","Landscape complexity","Acari","Morphological","Functional"
"1074","s_184","Vreeken_1998_195","Landscape complexity","Acari","Morphological","Functional"
"1075","s_184","Vreeken_1998_196","Landscape complexity","Acari","Morphological","Functional"
"1076","s_184","Vreeken_1998_197","Landscape complexity","Acari","Morphological","Functional"
"1077","s_184","Vreeken_1998_198","Landscape complexity","Acari","Morphological","Functional"
"1078","s_184","Vreeken_1998_199","Landscape complexity","Acari","Morphological","Functional"
"1079","s_184","Vreeken_1998_200","Landscape complexity","Acari","Morphological","Functional"
"1080","s_184","Vreeken_1998_201","Landscape complexity","Acari","Morphological","Functional"
"1081","s_184","Vreeken_1998_202","Landscape complexity","Acari","Morphological","Functional"
"1082","s_184","Vreeken_1998_203","Landscape complexity","Acari","Morphological","Functional"
"1083","s_184","Vreeken_1998_204","Landscape complexity","Acari","Morphological","Functional"
"1084","s_184","Vreeken_1998_205","Landscape complexity","Acari","Morphological","Functional"
"1085","s_184","Vreeken_1998_206","Landscape complexity","Acari","Morphological","Functional"
"1086","s_184","Vreeken_1998_207","Landscape complexity","Acari","Morphological","Functional"
"1087","s_184","Vreeken_1998_208","Landscape complexity","Acari","Morphological","Functional"
"1088","s_184","Vreeken_1998_209","Landscape complexity","Acari","Morphological","Functional"
"1089","s_184","Vreeken_1998_210","Landscape complexity","Acari","Morphological","Functional"
"1090","s_184","Vreeken_1998_211","Landscape complexity","Acari","Morphological","Functional"
"1091","s_184","Vreeken_1998_212","Landscape complexity","Acari","Morphological","Functional"
"1092","s_184","Vreeken_1998_213","Landscape complexity","Acari","Morphological","Functional"
"1093","s_184","Vreeken_1998_214","Landscape complexity","Acari","Morphological","Functional"
"1094","s_184","Vreeken_1998_215","Landscape complexity","Acari","Morphological","Functional"
"1095","s_184","Vreeken_1998_216","Landscape complexity","Acari","Morphological","Functional"
"1096","s_184","Vreeken_1998_217","Landscape complexity","Acari","Morphological","Functional"
"1097","s_184","Vreeken_1998_218","Landscape complexity","Acari","Morphological","Functional"
"1098","s_184","Vreeken_1998_219","Landscape complexity","Acari","Morphological","Functional"
"1099","s_184","Vreeken_1998_220","Landscape complexity","Acari","Morphological","Functional"
"1100","s_184","Vreeken_1998_221","Landscape complexity","Collembola","Morphological","Functional"
"1101","s_184","Vreeken_1998_222","Landscape complexity","Collembola","Morphological","Functional"
"1102","s_184","Vreeken_1998_223","Landscape complexity","Collembola","Morphological","Functional"
"1103","s_184","Vreeken_1998_224","Landscape complexity","Collembola","Morphological","Functional"
"1104","s_184","Vreeken_1998_225","Landscape complexity","Collembola","Morphological","Functional"
"1105","s_184","Vreeken_1998_226","Landscape complexity","Collembola","Morphological","Functional"
"1106","s_184","Vreeken_1998_227","Landscape complexity","Collembola","Morphological","Functional"
"1107","s_184","Vreeken_1998_228","Landscape complexity","Collembola","Morphological","Functional"
"1108","s_184","Vreeken_1998_229","Landscape complexity","Collembola","Morphological","Functional"
"1109","s_184","Vreeken_1998_230","Landscape complexity","Collembola","Morphological","Functional"
"1110","s_184","Vreeken_1998_231","Landscape complexity","Collembola","Morphological","Functional"
"1111","s_184","Vreeken_1998_232","Landscape complexity","Collembola","Morphological","Functional"
"1112","s_184","Vreeken_1998_233","Landscape complexity","Collembola","Morphological","Functional"
"1113","s_184","Vreeken_1998_234","Landscape complexity","Collembola","Morphological","Functional"
"1114","s_184","Vreeken_1998_235","Landscape complexity","Collembola","Morphological","Functional"
"1115","s_184","Vreeken_1998_236","Landscape complexity","Collembola","Morphological","Functional"
"1116","s_184","Vreeken_1998_237","Landscape complexity","Collembola","Morphological","Functional"
"1117","s_184","Vreeken_1998_238","Landscape complexity","Collembola","Morphological","Functional"
"1118","s_184","Vreeken_1998_239","Landscape complexity","Collembola","Morphological","Functional"
"1119","s_184","Vreeken_1998_240","Landscape complexity","Collembola","Morphological","Functional"
"1120","s_184","Vreeken_1998_241","Landscape complexity","Collembola","Morphological","Functional"
"1121","s_184","Vreeken_1998_242","Landscape complexity","Collembola","Morphological","Functional"
"1122","s_184","Vreeken_1998_243","Landscape complexity","Collembola","Morphological","Functional"
"1123","s_184","Vreeken_1998_244","Landscape complexity","Collembola","Morphological","Functional"
"1124","s_184","Vreeken_1998_245","Landscape complexity","Collembola","Morphological","Functional"
"1125","s_184","Vreeken_1998_246","Landscape complexity","Collembola","Morphological","Functional"
"1126","s_184","Vreeken_1998_247","Landscape complexity","Collembola","Morphological","Functional"
"1127","s_184","Vreeken_1998_248","Landscape complexity","Collembola","Morphological","Functional"
"1128","s_184","Vreeken_1998_249","Landscape complexity","Collembola","Morphological","Functional"
"1129","s_184","Vreeken_1998_250","Landscape complexity","Collembola","Morphological","Functional"
"1130","s_184","Vreeken_1998_251","Landscape complexity","Collembola","Morphological","Functional"
"1131","s_184","Vreeken_1998_252","Landscape complexity","Collembola","Morphological","Functional"
"1132","s_184","Vreeken_1998_253","Landscape complexity","Collembola","Morphological","Functional"
"1133","s_184","Vreeken_1998_254","Landscape complexity","Collembola","Morphological","Functional"
"1134","s_184","Vreeken_1998_255","Landscape complexity","Collembola","Morphological","Functional"
"1135","s_184","Vreeken_1998_256","Landscape complexity","Collembola","Morphological","Functional"
"1136","s_184","Vreeken_1998_257","Landscape complexity","Collembola","Morphological","Functional"
"1137","s_184","Vreeken_1998_258","Landscape complexity","Collembola","Morphological","Functional"
"1138","s_184","Vreeken_1998_259","Landscape complexity","Collembola","Morphological","Functional"
"1139","s_184","Vreeken_1998_260","Landscape complexity","Collembola","Morphological","Functional"
"1140","s_184","Vreeken_1998_261","Landscape complexity","Collembola","Morphological","Functional"
"1141","s_184","Vreeken_1998_262","Landscape complexity","Collembola","Morphological","Functional"
"1142","s_184","Vreeken_1998_263","Landscape complexity","Collembola","Morphological","Functional"
"1143","s_184","Vreeken_1998_264","Landscape complexity","Collembola","Morphological","Functional"
"1144","s_184","Vreeken_1998_265","Landscape complexity","Collembola","Morphological","Functional"
"1145","s_184","Vreeken_1998_266","Landscape complexity","Collembola","Morphological","Functional"
"1146","s_184","Vreeken_1998_267","Landscape complexity","Collembola","Morphological","Functional"
"1147","s_184","Vreeken_1998_268","Landscape complexity","Collembola","Morphological","Functional"
"1148","s_184","Vreeken_1998_269","Landscape complexity","Collembola","Morphological","Functional"
"1149","s_184","Vreeken_1998_270","Landscape complexity","Collembola","Morphological","Functional"
"1150","s_184","Vreeken_1998_271","Landscape complexity","Collembola","Morphological","Functional"
"1151","s_184","Vreeken_1998_272","Landscape complexity","Collembola","Morphological","Functional"
"1152","s_184","Vreeken_1998_273","Landscape complexity","Collembola","Morphological","Functional"
"1153","s_184","Vreeken_1998_274","Landscape complexity","Collembola","Morphological","Functional"
"1154","s_184","Vreeken_1998_275","Landscape complexity","Collembola","Morphological","Functional"
"1155","s_184","Vreeken_1998_276","Landscape complexity","Collembola","Morphological","Functional"
"1156","s_184","Vreeken_1998_277","Landscape complexity","Collembola","Morphological","Functional"
"1157","s_184","Vreeken_1998_278","Landscape complexity","Collembola","Morphological","Functional"
"1158","s_184","Vreeken_1998_279","Landscape complexity","Collembola","Morphological","Functional"
"1159","s_184","Vreeken_1998_280","Landscape complexity","Collembola","Morphological","Functional"
"1160","s_184","Vreeken_1998_281","Landscape complexity","Collembola","Morphological","Functional"
"1161","s_184","Vreeken_1998_282","Landscape complexity","Collembola","Morphological","Functional"
"1162","s_184","Vreeken_1998_283","Landscape complexity","Collembola","Morphological","Functional"
"1163","s_184","Vreeken_1998_284","Landscape complexity","Collembola","Morphological","Functional"
"1164","s_184","Vreeken_1998_285","Landscape complexity","Collembola","Morphological","Functional"
"1165","s_184","Vreeken_1998_286","Landscape complexity","Collembola","Morphological","Functional"
"1166","s_184","Vreeken_1998_287","Landscape complexity","Collembola","Morphological","Functional"
"1167","s_184","Vreeken_1998_288","Landscape complexity","Collembola","Morphological","Functional"
"1168","s_184","Vreeken_1998_289","Landscape complexity","Collembola","Morphological","Functional"
"1169","s_184","Vreeken_1998_290","Landscape complexity","Collembola","Morphological","Functional"
"1170","s_184","Vreeken_1998_291","Landscape complexity","Collembola","Morphological","Functional"
"1171","s_184","Vreeken_1998_292","Landscape complexity","Collembola","Morphological","Functional"
"1172","s_184","Vreeken_1998_293","Landscape complexity","Collembola","Morphological","Functional"
"1173","s_184","Vreeken_1998_294","Landscape complexity","Collembola","Morphological","Functional"
"1174","s_184","Vreeken_1998_295","Landscape complexity","Collembola","Morphological","Functional"
"1175","s_184","Vreeken_1998_296","Landscape complexity","Collembola","Morphological","Functional"
"1176","s_184","Vreeken_1998_297","Landscape complexity","Collembola","Morphological","Functional"
"1177","s_184","Vreeken_1998_298","Landscape complexity","Collembola","Morphological","Functional"
"1178","s_184","Vreeken_1998_299","Landscape complexity","Collembola","Morphological","Functional"
"1179","s_184","Vreeken_1998_300","Landscape complexity","Collembola","Morphological","Functional"
"1180","s_184","Vreeken_1998_301","Landscape complexity","Collembola","Morphological","Functional"
"1181","s_184","Vreeken_1998_302","Landscape complexity","Collembola","Morphological","Functional"
"1182","s_184","Vreeken_1998_303","Landscape complexity","Collembola","Morphological","Functional"
"1183","s_184","Vreeken_1998_304","Landscape complexity","Collembola","Morphological","Functional"
"1184","s_184","Vreeken_1998_305","Landscape complexity","Collembola","Morphological","Functional"
"1185","s_184","Vreeken_1998_306","Landscape complexity","Collembola","Morphological","Functional"
"1186","s_184","Vreeken_1998_307","Landscape complexity","Collembola","Morphological","Functional"
"1187","s_184","Vreeken_1998_308","Landscape complexity","Collembola","Morphological","Functional"
"1188","s_204","Fonte_2009_1","Residues management","Earthworms","Morphological","Functional"
"1189","s_204","Fonte_2009_2","Residues management","Earthworms","Morphological","Functional"
"1190","s_204","Fonte_2009_3","Crop diversification","Earthworms","Morphological","Functional"
"1191","s_204","Fonte_2009_4","Residues management","Earthworms","Morphological","Functional"
"1192","s_204","Fonte_2009_5","Residues management","Earthworms","Morphological","Functional"
"1193","s_204","Fonte_2009_6","Crop diversification","Earthworms","Morphological","Functional"
"1194","s_204","Fonte_2009_7","Residues management","Earthworms","Morphological","Functional"
"1195","s_204","Fonte_2009_8","Residues management","Earthworms","Morphological","Functional"
"1196","s_204","Fonte_2009_9","Crop diversification","Earthworms","Morphological","Functional"
"1197","s_204","Fonte_2009_10","Residues management","Earthworms","Morphological","Functional"
"1198","s_204","Fonte_2009_11","Residues management","Earthworms","Morphological","Functional"
"1199","s_204","Fonte_2009_12","Crop diversification","Earthworms","Morphological","Functional"
"1200","s_204","Fonte_2009_13","Residues management","Earthworms","Morphological","Functional"
"1201","s_204","Fonte_2009_14","Residues management","Earthworms","Morphological","Functional"
"1202","s_204","Fonte_2009_15","Crop diversification","Earthworms","Morphological","Functional"
"1203","s_204","Fonte_2009_16","Residues management","Earthworms","Morphological","Functional"
"1204","s_204","Fonte_2009_17","Residues management","Earthworms","Morphological","Functional"
"1205","s_204","Fonte_2009_18","Crop diversification","Earthworms","Morphological","Functional"
"1206","s_172","Doxon_2007_1","Landscape complexity","Invertebrates","Morphological","Functional"
"1207","s_172","Doxon_2007_2","Landscape complexity","Invertebrates","Morphological","Functional"
"1208","s_172","Doxon_2007_3","Landscape complexity","Invertebrates","Morphological","Functional"
"1209","s_172","Doxon_2007_4","Landscape complexity","Invertebrates","Morphological","Functional"
"1210","s_172","Doxon_2007_5","Landscape complexity","Invertebrates","Morphological","Functional"
"1211","s_172","Doxon_2007_6","Landscape complexity","Invertebrates","Morphological","Functional"
"1212","s_172","Doxon_2007_7","Landscape complexity","Invertebrates","Morphological","Functional"
"1213","s_172","Doxon_2007_8","Landscape complexity","Invertebrates","Morphological","Functional"
"1214","s_172","Doxon_2007_9","Landscape complexity","Invertebrates","Morphological","Functional"
"1215","s_172","Doxon_2007_10","Landscape complexity","Invertebrates","Morphological","Functional"
"1216","s_172","Doxon_2007_11","Landscape complexity","Invertebrates","Morphological","Functional"
"1217","s_172","Doxon_2007_12","Landscape complexity","Invertebrates","Morphological","Functional"
"1218","s_172","Doxon_2007_13","Landscape complexity","Invertebrates","Morphological","Functional"
"1219","s_172","Doxon_2007_14","Landscape complexity","Invertebrates","Morphological","Functional"
"1220","s_172","Doxon_2007_15","Landscape complexity","Invertebrates","Morphological","Functional"
"1221","s_172","Doxon_2007_16","Landscape complexity","Invertebrates","Morphological","Functional"
"1222","s_172","Doxon_2007_17","Landscape complexity","Invertebrates","Morphological","Functional"
"1223","s_172","Doxon_2007_18","Landscape complexity","Invertebrates","Morphological","Functional"
"1224","s_172","Doxon_2007_19","Landscape complexity","Invertebrates","Morphological","Functional"
"1225","s_172","Doxon_2007_20","Landscape complexity","Invertebrates","Morphological","Functional"
"1226","s_172","Doxon_2007_21","Landscape complexity","Invertebrates","Morphological","Functional"
"1227","s_172","Doxon_2007_22","Landscape complexity","Invertebrates","Morphological","Functional"
"1228","s_172","Doxon_2007_23","Landscape complexity","Invertebrates","Morphological","Functional"
"1229","s_172","Doxon_2007_24","Landscape complexity","Invertebrates","Morphological","Functional"
"1230","s_172","Doxon_2007_25","Landscape complexity","Invertebrates","Morphological","Functional"
"1231","s_172","Doxon_2007_26","Landscape complexity","Invertebrates","Morphological","Functional"
"1232","s_172","Doxon_2007_27","Landscape complexity","Invertebrates","Morphological","Functional"
"1233","s_172","Doxon_2007_28","Landscape complexity","Invertebrates","Morphological","Functional"
"1234","s_172","Doxon_2007_29","Landscape complexity","Invertebrates","Morphological","Functional"
"1235","s_172","Doxon_2007_30","Landscape complexity","Invertebrates","Morphological","Functional"
"1236","s_172","Doxon_2007_31","Landscape complexity","Invertebrates","Morphological","Functional"
"1237","s_172","Doxon_2007_32","Landscape complexity","Invertebrates","Morphological","Functional"
"1238","s_172","Doxon_2007_33","Landscape complexity","Invertebrates","Morphological","Functional"
"1239","s_172","Doxon_2007_34","Landscape complexity","Invertebrates","Morphological","Functional"
"1240","s_172","Doxon_2007_35","Landscape complexity","Invertebrates","Morphological","Functional"
"1241","s_172","Doxon_2007_36","Landscape complexity","Invertebrates","Morphological","Functional"
"1242","s_172","Doxon_2007_37","Landscape complexity","Invertebrates","Morphological","Functional"
"1243","s_172","Doxon_2007_38","Landscape complexity","Invertebrates","Morphological","Functional"
"1244","s_172","Doxon_2007_39","Landscape complexity","Invertebrates","Morphological","Functional"
"1245","s_172","Doxon_2007_40","Landscape complexity","Invertebrates","Morphological","Functional"
"1246","s_193","Yeates_1997_4","Organic agriculture","Earthworms","Morphological","Functional"
"1247","s_168","Cardinael_2019_7","Agroforestry","Earthworms",NA,"Functional"
"1248","s_168","Cardinael_2019_8","Agroforestry","Earthworms",NA,"Functional"
"1249","s_168","Cardinael_2019_9","Agroforestry","Earthworms",NA,"Functional"
"1250","s_168","Cardinael_2019_10","Agroforestry","Earthworms",NA,"Functional"
"1251","s_168","Cardinael_2019_11","Agroforestry","Earthworms",NA,"Functional"
"1252","s_168","Cardinael_2019_12","Agroforestry","Earthworms",NA,"Functional"
"1253","s_168","Cardinael_2019_13","Agroforestry","Earthworms",NA,"Functional"
"1254","s_168","Cardinael_2019_14","Agroforestry","Earthworms",NA,"Functional"
"1255","s_168","Cardinael_2019_15","Agroforestry","Earthworms",NA,"Functional"
"1256","s_168","Cardinael_2019_16","Agroforestry","Earthworms",NA,"Functional"
"1257","s_168","Cardinael_2019_17","Agroforestry","Earthworms",NA,"Functional"
"1258","s_168","Cardinael_2019_18","Agroforestry","Earthworms",NA,"Functional"
"1259","s_167","Rush_2014_4","Landscape complexity","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1260","s_167","Rush_2014_5","Landscape complexity","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1261","s_167","Rush_2014_6","Landscape complexity","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1262","s_167","Rush_2014_7","Landscape complexity","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1263","s_167","Rush_2014_8","Landscape complexity","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1264","s_167","Rush_2014_9","Landscape complexity","Spiders","Behavioral","Functional"
"1265","s_167","Rush_2014_10","Landscape complexity","Spiders","Behavioral","Functional"
"1266","s_167","Rush_2014_11","Landscape complexity","Spiders","Behavioral","Functional"
"1267","s_167","Rush_2014_12","Landscape complexity","Spiders","Behavioral","Functional"
"1268","s_167","Rush_2014_13","Landscape complexity","Spiders","Behavioral","Functional"
"1269","s_167","Rush_2014_14","Landscape complexity","Spiders","Behavioral","Functional"
"1270","s_167","Rush_2014_15","Landscape complexity","Spiders","Ecological preference","Functional"
"1271","s_167","Rush_2014_16","Landscape complexity","Spiders","Ecological preference","Functional"
"1272","s_167","Rush_2014_17","Landscape complexity","Spiders","Ecological preference","Functional"
"1273","s_167","Rush_2014_18","Landscape complexity","Spiders","Ecological preference","Functional"
"1274","s_167","Rush_2014_19","Landscape complexity","Spiders","Ecological preference","Functional"
"1275","s_167","Rush_2014_20","Landscape complexity","Spiders","Ecological preference","Functional"
"1276","s_167","Rush_2014_21","Landscape complexity","Spiders","Ecological preference","Functional"
"1277","s_167","Rush_2014_22","Landscape complexity","Spiders","Ecological preference","Functional"
"1278","s_167","Rush_2014_23","Landscape complexity","Spiders","Ecological preference","Functional"
"1279","s_167","Rush_2014_24","Landscape complexity","Spiders","Ecological preference","Functional"
"1280","s_167","Rush_2014_25","Landscape complexity","Spiders","Ecological preference","Functional"
"1281","s_167","Rush_2014_26","Landscape complexity","Spiders","Ecological preference","Functional"
"1282","s_167","Rush_2014_27","Landscape complexity","Spiders","Morphological","Functional"
"1283","s_167","Rush_2014_31","Crop diversification","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1284","s_167","Rush_2014_32","Crop diversification","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1285","s_167","Rush_2014_33","Crop diversification","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1286","s_167","Rush_2014_34","Crop diversification","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1287","s_167","Rush_2014_35","Crop diversification","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1288","s_167","Rush_2014_36","Crop diversification","Spiders","Behavioral","Functional"
"1289","s_167","Rush_2014_37","Crop diversification","Spiders","Behavioral","Functional"
"1290","s_167","Rush_2014_38","Crop diversification","Spiders","Behavioral","Functional"
"1291","s_167","Rush_2014_39","Crop diversification","Spiders","Behavioral","Functional"
"1292","s_167","Rush_2014_40","Crop diversification","Spiders","Behavioral","Functional"
"1293","s_167","Rush_2014_41","Crop diversification","Spiders","Behavioral","Functional"
"1294","s_167","Rush_2014_42","Crop diversification","Spiders","Ecological preference","Functional"
"1295","s_167","Rush_2014_43","Crop diversification","Spiders","Ecological preference","Functional"
"1296","s_167","Rush_2014_44","Crop diversification","Spiders","Ecological preference","Functional"
"1297","s_167","Rush_2014_45","Crop diversification","Spiders","Ecological preference","Functional"
"1298","s_167","Rush_2014_46","Crop diversification","Spiders","Ecological preference","Functional"
"1299","s_167","Rush_2014_47","Crop diversification","Spiders","Ecological preference","Functional"
"1300","s_167","Rush_2014_48","Crop diversification","Spiders","Ecological preference","Functional"
"1301","s_167","Rush_2014_49","Crop diversification","Spiders","Ecological preference","Functional"
"1302","s_167","Rush_2014_50","Crop diversification","Spiders","Ecological preference","Functional"
"1303","s_167","Rush_2014_51","Crop diversification","Spiders","Ecological preference","Functional"
"1304","s_167","Rush_2014_52","Crop diversification","Spiders","Ecological preference","Functional"
"1305","s_167","Rush_2014_53","Crop diversification","Spiders","Ecological preference","Functional"
"1306","s_167","Rush_2014_54","Crop diversification","Spiders","Morphological","Functional"
"1307","s_167","Rush_2014_58","Organic agriculture","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1308","s_167","Rush_2014_59","Organic agriculture","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1309","s_167","Rush_2014_60","Organic agriculture","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1310","s_167","Rush_2014_61","Organic agriculture","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1311","s_167","Rush_2014_62","Organic agriculture","Spiders","Morphological, Behavioral, Ecological preference, Ecological preference","Functional"
"1312","s_167","Rush_2014_63","Organic agriculture","Spiders","Behavioral","Functional"
"1313","s_167","Rush_2014_64","Organic agriculture","Spiders","Behavioral","Functional"
"1314","s_167","Rush_2014_65","Organic agriculture","Spiders","Behavioral","Functional"
"1315","s_167","Rush_2014_66","Organic agriculture","Spiders","Behavioral","Functional"
"1316","s_167","Rush_2014_67","Organic agriculture","Spiders","Behavioral","Functional"
"1317","s_167","Rush_2014_68","Organic agriculture","Spiders","Behavioral","Functional"
"1318","s_167","Rush_2014_69","Organic agriculture","Spiders","Ecological preference","Functional"
"1319","s_167","Rush_2014_70","Organic agriculture","Spiders","Ecological preference","Functional"
"1320","s_167","Rush_2014_71","Organic agriculture","Spiders","Ecological preference","Functional"
"1321","s_167","Rush_2014_72","Organic agriculture","Spiders","Ecological preference","Functional"
"1322","s_167","Rush_2014_73","Organic agriculture","Spiders","Ecological preference","Functional"
"1323","s_167","Rush_2014_74","Organic agriculture","Spiders","Ecological preference","Functional"
"1324","s_167","Rush_2014_75","Organic agriculture","Spiders","Ecological preference","Functional"
"1325","s_167","Rush_2014_76","Organic agriculture","Spiders","Ecological preference","Functional"
"1326","s_167","Rush_2014_77","Organic agriculture","Spiders","Ecological preference","Functional"
"1327","s_167","Rush_2014_78","Organic agriculture","Spiders","Ecological preference","Functional"
"1328","s_167","Rush_2014_79","Organic agriculture","Spiders","Ecological preference","Functional"
"1329","s_167","Rush_2014_80","Organic agriculture","Spiders","Ecological preference","Functional"
"1330","s_167","Rush_2014_81","Organic agriculture","Spiders","Morphological","Functional"
"1331","s_167","Rush_2014_85","Landscape complexity","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1332","s_167","Rush_2014_86","Landscape complexity","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1333","s_167","Rush_2014_87","Landscape complexity","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1334","s_167","Rush_2014_88","Landscape complexity","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1335","s_167","Rush_2014_89","Landscape complexity","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
